goal,loss,status,trivial,old_acc,new_acc,acc_diff,rel_acc_diff,old_mean_tpr,new_mean_tpr,mean_tpr_diff,rel_mean_tpr_diff,max_tpr_diff,rel_max_tpr_diff,mean_mean_j_diff,max_mean_j_diff,max_j_diff,group_balance,class_balance,pred_bias,n_groups
strict,macro,0,0,0.862,0.590829545,-0.314582894,-0.364945353,0.784404436,0.564393939,-0.220010496,-0.280480943,-0.479591837,-0.489583333,-0.326085234,-0.518960418,-0.597667859,one_strong_minority,one_rare,high_one,3
strict,macro,0,0,0.837,0.78432431,-0.062933919,-0.075189867,0.827021142,0.760803243,-0.066217898,-0.080067963,-0.219139263,-0.238618309,-0.091974616,-0.163342305,-0.193703714,one_strong_minority,one_rare,low_two,3
strict,macro,0,0,0.785,0.688297119,-0.123188384,-0.156927877,0.786734603,0.682419547,-0.104315057,-0.132592435,-0.208360008,-0.235446809,-0.153705512,-0.282902606,-0.295032051,one_strong_minority,one_rare,medium_two,3
strict,macro,0,0,0.682,0.509672891,-0.252679045,-0.370497134,0.661029826,0.509622368,-0.151407458,-0.229047846,-0.411142212,-0.459798095,-0.234884054,-0.558411545,-0.617723773,one_strong_minority,one_rare,high_two,3
strict,macro,0,0,0.877,0.767979796,-0.124310381,-0.141745018,0.834669574,0.702517622,-0.132151953,-0.158328465,-0.31377551,-0.33423913,-0.173986671,-0.254834346,-0.371043056,one_strong_minority,two_rare,low_one,3
strict,macro,0,0,0.871,0.716521526,-0.177357605,-0.203625264,0.826733066,0.667570018,-0.159163049,-0.192520482,-0.406972661,-0.433514357,-0.211186438,-0.301856024,-0.464895158,one_strong_minority,two_rare,medium_one,3
strict,macro,0,0,0.854,0.53852381,-0.369410059,-0.432564472,0.766547881,0.515873016,-0.250674865,-0.327017883,-0.479591837,-0.489583333,-0.359138798,-0.550211013,-0.673986802,one_strong_minority,two_rare,high_one,3
strict,macro,0,0,0.84,0.763961168,-0.090522419,-0.107764784,0.798655788,0.691543501,-0.107112286,-0.134115708,-0.359775942,-0.383239591,-0.140790605,-0.258499128,-0.414421956,one_strong_minority,two_rare,low_two,3
strict,macro,0,0,0.783,0.669872783,-0.144479204,-0.184520057,0.762052474,0.626449605,-0.135602869,-0.177944267,-0.415816327,-0.442934783,-0.188560909,-0.357574167,-0.512164372,one_strong_minority,two_rare,medium_two,3
strict,macro,0,0,0.68,0.517046618,-0.239637327,-0.352407834,0.635847628,0.431908153,-0.203939475,-0.320736394,-0.717097642,-0.76386488,-0.304033148,-0.670816377,-0.826032442,one_strong_minority,two_rare,high_two,3
strict,macro,0,0,0.882,0.825139467,-0.064467724,-0.073092658,0.878937552,0.825201618,-0.053735934,-0.061137374,-0.132538814,-0.138850186,-0.080491686,-0.132934763,-0.171264531,two_slight_minorities,balanced,low_one,3
strict,macro,0,0,0.863,0.732426084,-0.151302336,-0.175321363,0.846292451,0.7334549,-0.112837551,-0.133331629,-0.2771261,-0.290322581,-0.1698849,-0.271447138,-0.376947372,two_slight_minorities,balanced,medium_one,3
strict,macro,0,0,0.822,0.529633912,-0.355676507,-0.43269648,0.77762735,0.531715912,-0.245911438,-0.316233011,-0.519061584,-0.543778802,-0.369468118,-0.574375586,-0.676941303,two_slight_minorities,balanced,high_one,3
strict,macro,0,0,0.862,0.784114875,-0.090353973,-0.104818995,0.844856189,0.783548926,-0.061307263,-0.072565324,-0.16577964,-0.187080935,-0.091874123,-0.155135055,-0.209791038,two_slight_minorities,balanced,low_two,3
strict,macro,0,0,0.82,0.670089008,-0.182818283,-0.222949125,0.774138922,0.66983731,-0.104301612,-0.134732422,-0.275625053,-0.311040563,-0.156805161,-0.32636262,-0.329189884,two_slight_minorities,balanced,medium_two,3
strict,macro,0,0,0.737,0.452189548,-0.386445661,-0.524349608,0.635003795,0.45408563,-0.180918165,-0.284908793,-0.574663204,-0.64850261,-0.271849542,-0.649161178,-0.675553709,two_slight_minorities,balanced,high_two,3
strict,macro,0,0,0.869,0.784153611,-0.097636811,-0.112355364,0.860881971,0.772705019,-0.088176952,-0.102426297,-0.263157893,-0.263157893,-0.125483724,-0.220190823,-0.316733695,two_slight_minorities,one_rare,low_one,3
strict,macro,0,0,0.856,0.718839657,-0.160234045,-0.187189305,0.835708572,0.697184823,-0.13852375,-0.165756048,-0.368421052,-0.368421052,-0.196103899,-0.326800747,-0.465965379,two_slight_minorities,one_rare,medium_one,3
strict,macro,0,0,0.819,0.534519584,-0.347350935,-0.424115916,0.771639485,0.50497756,-0.266661925,-0.345578382,-0.578947368,-0.578947368,-0.388124672,-0.614763873,-0.753436615,two_slight_minorities,one_rare,high_one,3
strict,macro,0,0,0.847,0.758927931,-0.103981191,-0.122764098,0.824772793,0.750824986,-0.073947806,-0.089658397,-0.183157895,-0.199084668,-0.110061211,-0.195998617,-0.206110132,two_slight_minorities,one_rare,low_two,3
strict,macro,0,0,0.807,0.661373215,-0.180454504,-0.223611529,0.759595231,0.656155041,-0.103440191,-0.136178041,-0.246390704,-0.280095092,-0.151912843,-0.331427806,-0.356774503,two_slight_minorities,one_rare,medium_two,3
strict,macro,0,0,0.727,0.472471521,-0.350107949,-0.481579022,0.630561972,0.451121392,-0.17944058,-0.284572474,-0.52316111,-0.594725601,-0.271767323,-0.648015707,-0.670449633,two_slight_minorities,one_rare,high_two,3
strict,macro,0,0,0.86,0.75242729,-0.125084547,-0.145447147,0.843031905,0.722856339,-0.120175566,-0.142551622,-0.263157897,-0.263157897,-0.162386147,-0.271243071,-0.324381078,two_slight_minorities,two_rare,low_one,3
strict,macro,0,0,0.849,0.703253414,-0.171668535,-0.202200865,0.825311902,0.654794666,-0.170517236,-0.206609448,-0.368421053,-0.368421053,-0.233126585,-0.36821237,-0.468753812,two_slight_minorities,two_rare,medium_one,3
strict,macro,0,0,0.812,0.514818749,-0.365986763,-0.450722614,0.766355609,0.49282745,-0.273528159,-0.356920672,-0.578947368,-0.578947368,-0.39435007,-0.621956617,-0.760863605,two_slight_minorities,two_rare,high_one,3
strict,macro,0,0,0.841,0.750556617,-0.107542667,-0.127874752,0.804689885,0.690010154,-0.114679731,-0.142514194,-0.341801159,-0.381024243,-0.154233217,-0.268480505,-0.386698597,two_slight_minorities,two_rare,low_two,3
strict,macro,0,0,0.808,0.665198557,-0.176734459,-0.218730766,0.758183582,0.622575576,-0.135608006,-0.178859064,-0.355014423,-0.395753783,-0.185750255,-0.365836588,-0.421667403,two_slight_minorities,two_rare,medium_two,3
strict,macro,0,0,0.731,0.537358219,-0.264899837,-0.362380078,0.624877989,0.402140538,-0.22273745,-0.356449506,-0.730916444,-0.814792101,-0.332931306,-0.715129389,-0.790221106,two_slight_minorities,two_rare,high_two,3
strict,macro,0,0,0.878,0.792756103,-0.097088721,-0.110579409,0.866237214,0.792264185,-0.073973028,-0.08539581,-0.172413793,-0.172413793,-0.11147349,-0.198826151,-0.224842846,two_strong_minorities,balanced,low_one,3
strict,macro,0,0,0.87,0.698049713,-0.197644008,-0.22717702,0.83821313,0.69715551,-0.141057621,-0.168283716,-0.310344828,-0.310344828,-0.213403904,-0.344899218,-0.447550215,two_strong_minorities,balanced,medium_one,3
strict,macro,0,0,0.851,0.518922961,-0.390219787,-0.458542641,0.775581616,0.520297391,-0.255284225,-0.32915198,-0.482758621,-0.482758621,-0.383543061,-0.606925641,-0.648222786,two_strong_minorities,balanced,high_one,3
strict,macro,0,0,0.867,0.764640439,-0.118061778,-0.136172754,0.82871836,0.764109265,-0.064609095,-0.077962669,-0.166670087,-0.188089536,-0.09705999,-0.177665726,-0.213065723,two_strong_minorities,balanced,low_two,3
strict,macro,0,0,0.85,0.662425592,-0.220675774,-0.259618557,0.771722432,0.662001494,-0.109720938,-0.142176686,-0.244468223,-0.275312344,-0.165111934,-0.330507982,-0.353718571,two_strong_minorities,balanced,medium_two,3
strict,macro,0,0,0.81,0.469323201,-0.42058864,-0.519245235,0.634845065,0.472334381,-0.162510684,-0.255984795,-0.599017573,-0.675999751,-0.244590701,-0.615278565,-0.66891037,two_strong_minorities,balanced,high_two,3
strict,macro,0,0,0.88,0.793756384,-0.09800411,-0.111368306,0.864992478,0.772973562,-0.092018916,-0.106381175,-0.287116502,-0.287116502,-0.129028561,-0.204671861,-0.322062578,two_strong_minorities,one_rare,low_one,3
strict,macro,0,0,0.876,0.73523099,-0.160695216,-0.183442028,0.855733219,0.735825264,-0.119907955,-0.140123057,-0.265155383,-0.265155383,-0.175040955,-0.262400876,-0.366026065,two_strong_minorities,one_rare,medium_one,3
strict,macro,0,0,0.859,0.589227273,-0.314054397,-0.365604653,0.790918404,0.564393939,-0.226524465,-0.28640687,-0.5,-0.5,-0.333553413,-0.520733624,-0.625490196,two_strong_minorities,one_rare,high_one,3
strict,macro,0,0,0.868,0.747427152,-0.138908811,-0.160033193,0.822658886,0.72159735,-0.101061536,-0.122847437,-0.237929463,-0.266338951,-0.141428219,-0.237951848,-0.299771316,two_strong_minorities,one_rare,low_two,3
strict,macro,0,0,0.854,0.666362706,-0.219715801,-0.257278455,0.783070696,0.651043281,-0.132027415,-0.168602165,-0.280896021,-0.314435845,-0.188158102,-0.340458257,-0.423818394,two_strong_minorities,one_rare,medium_two,3
strict,macro,0,0,0.816,0.483713985,-0.407213253,-0.49903585,0.655810919,0.464966737,-0.190844182,-0.291004887,-0.6113962,-0.689098727,-0.289858979,-0.640949932,-0.683972566,two_strong_minorities,one_rare,high_two,3
strict,macro,0,0,0.875,0.766549415,-0.123943526,-0.141649744,0.821483226,0.706079191,-0.115404035,-0.140482522,-0.285250449,-0.285250449,-0.155068482,-0.231660062,-0.338144077,two_strong_minorities,two_rare,low_one,3
strict,macro,0,0,0.869,0.717685596,-0.174124746,-0.200373701,0.813546718,0.658132185,-0.155414533,-0.191033323,-0.398119484,-0.453553843,-0.212729626,-0.299017821,-0.444890108,two_strong_minorities,two_rare,medium_one,3
strict,macro,0,0,0.852,0.542442392,-0.363330525,-0.426444279,0.753361533,0.512717713,-0.24064382,-0.319426742,-0.5,-0.5,-0.355133041,-0.531992887,-0.677871148,two_strong_minorities,two_rare,high_one,3
strict,macro,0,0,0.866,0.765084774,-0.116530284,-0.134561529,0.779711074,0.675987037,-0.103724038,-0.133028812,-0.290847325,-0.331345054,-0.138837419,-0.274690684,-0.342255051,two_strong_minorities,two_rare,low_two,3
strict,macro,0,0,0.848,0.673456568,-0.205829519,-0.242723489,0.748895992,0.607763285,-0.141132707,-0.188454349,-0.344636926,-0.392624346,-0.195798944,-0.375271155,-0.462961867,two_strong_minorities,two_rare,medium_two,3
strict,macro,0,0,0.811,0.602003546,-0.257702163,-0.317758524,0.620356376,0.409091762,-0.211264614,-0.340553627,-0.877777778,-1,-0.324488619,-0.702685369,-0.814397496,two_strong_minorities,two_rare,high_two,3
demographic_parity,micro,0,0,0.879,0.863058056,-0.018136455,-0.020633054,0.879806777,0.86453421,-0.015272566,-0.017359001,-0.045216078,-0.05038363,-0.022860509,-0.031003145,-0.04285065,no_minority,balanced,low_one,3
demographic_parity,micro,0,0,0.846,0.82569066,-0.024006312,-0.028376255,0.846935615,0.827938863,-0.018996752,-0.022429983,-0.088248022,-0.120707065,-0.028657208,-0.043857549,-0.070223891,no_minority,balanced,medium_one,3
demographic_parity,micro,0,0,0.776,0.758842427,-0.022110274,-0.028492621,0.778103887,0.762316354,-0.015787532,-0.020289749,-0.084468131,-0.154641655,-0.023790374,-0.040168894,-0.059283237,no_minority,balanced,high_one,3
demographic_parity,micro,0,0,0.846,0.822119327,-0.028227746,-0.03336613,0.845591654,0.823139369,-0.022452285,-0.02655216,-0.140412049,-0.169664559,-0.033854914,-0.080546955,-0.120591423,no_minority,balanced,low_two,3
demographic_parity,micro,0,0,0.775,0.749363664,-0.033079143,-0.042682766,0.774499552,0.750620229,-0.023879323,-0.030831939,-0.130952382,-0.166666668,-0.035897112,-0.065577264,-0.092726082,no_minority,balanced,medium_two,3
demographic_parity,micro,0,0,0.639,0.624822466,-0.022187064,-0.03472154,0.638872907,0.626695587,-0.01217732,-0.019060629,-0.122271825,-0.201388889,-0.018351261,-0.032026206,-0.052062855,no_minority,balanced,high_two,3
demographic_parity,micro,0,0,0.859,0.843371273,-0.018194094,-0.021180552,0.864737456,0.801280334,-0.063457122,-0.073383108,-0.312551741,-0.37506209,-0.076945111,-0.116508304,-0.286378897,no_minority,one_rare,low_one,3
demographic_parity,micro,0,0,0.834,0.822896697,-0.013313313,-0.015963205,0.836671393,0.776290535,-0.060380858,-0.072167948,-0.317340067,-0.439393939,-0.072407114,-0.114327028,-0.286378909,no_minority,one_rare,medium_one,3
demographic_parity,micro,0,0,0.77,0.77048602,0.000631195,0.000819733,0.773354259,0.72253478,-0.050819479,-0.065713065,-0.30188676,-0.30188676,-0.060929178,-0.11432702,-0.286378879,no_minority,one_rare,high_one,3
demographic_parity,micro,0,0,0.821,0.804476878,-0.020125605,-0.024513526,0.830127669,0.75640514,-0.073722529,-0.088808663,-0.424194815,-0.447761194,-0.089023195,-0.150561277,-0.376658524,no_minority,one_rare,low_two,3
demographic_parity,micro,0,0,0.763,0.758700223,-0.005635357,-0.007385789,0.770842987,0.69814876,-0.072694226,-0.094304842,-0.519164767,-0.597826095,-0.087512842,-0.159644201,-0.398371139,no_minority,one_rare,medium_two,3
demographic_parity,micro,0,0,0.634,0.657771266,0.037494111,0.059138976,0.646133084,0.480755592,-0.165377492,-0.25594958,-0.807692308,-1,-0.196346244,-0.287401195,-0.755060729,no_minority,one_rare,high_two,3
demographic_parity,micro,0,0,0.851,0.845921492,-0.005967695,-0.007012568,0.845992169,0.77559791,-0.070394259,-0.083209114,-0.265072765,-0.288461538,-0.095925516,-0.156020351,-0.247351578,no_minority,two_rare,low_one,3
demographic_parity,micro,0,0,0.825,0.83109097,0.007382994,0.008949083,0.824916331,0.744329599,-0.080586732,-0.097690795,-0.31699361,-0.44752039,-0.111883374,-0.203875277,-0.247351864,no_minority,two_rare,medium_one,3
demographic_parity,micro,0,0,0.759,0.812838814,0.070933878,0.09345702,0.758734673,0.496069914,-0.262664759,-0.346187895,-0.918918918,-0.999999999,-0.396027249,-0.525155278,-0.857485471,no_minority,two_rare,high_one,3
demographic_parity,micro,0,0,0.823,0.822728463,-0.000329936,-0.000400894,0.81552408,0.512250626,-0.303273454,-0.371875536,-0.918918915,-0.999999996,-0.458759778,-0.479066766,-0.857485468,no_minority,two_rare,low_two,3
demographic_parity,micro,0,0,0.76,0.809999994,0.065789466,0.086565087,0.764494254,0.333333352,-0.431160903,-0.563981875,-0.918918832,-0.999999905,-0.650188371,-0.810381893,-0.857485394,no_minority,two_rare,medium_two,3
demographic_parity,micro,0,0,0.635,0.81,0.275590551,0.434000867,0.626789606,0.333333333,-0.293456273,-0.468189437,-0.918918918,-0.999999999,-0.440228094,-0.810381945,-0.857485471,no_minority,two_rare,high_two,3
demographic_parity,micro,0,0,0.889,0.877151895,-0.013327452,-0.01499151,0.880781106,0.87017385,-0.010607257,-0.012043011,-0.059549441,-0.064748201,-0.015939666,-0.037683107,-0.056348959,one_slight_minority,balanced,low_one,3
demographic_parity,micro,0,0,0.87,0.857186002,-0.014728734,-0.016929579,0.848136005,0.8359976,-0.012138406,-0.014311862,-0.059549441,-0.064748201,-0.018196122,-0.037683106,-0.056348959,one_slight_minority,balanced,medium_one,3
demographic_parity,micro,0,0,0.829,0.815903965,-0.015797389,-0.019055958,0.779470905,0.767386804,-0.012084101,-0.015502953,-0.086726999,-0.147435898,-0.018188551,-0.025012481,-0.050087974,one_slight_minority,balanced,high_one,3
demographic_parity,micro,0,0,0.844,0.825186659,-0.022290688,-0.026410768,0.842724243,0.826781516,-0.015942727,-0.018918083,-0.083354006,-0.103448276,-0.023978172,-0.061798624,-0.070274339,one_slight_minority,balanced,low_two,3
demographic_parity,micro,0,0,0.784,0.766683672,-0.022087153,-0.028172389,0.776016635,0.760576272,-0.015440362,-0.019896948,-0.128039425,-0.171974522,-0.023123486,-0.052465197,-0.092075172,one_slight_minority,balanced,medium_two,3
demographic_parity,micro,0,0,0.664,0.652291276,-0.017633621,-0.026556658,0.641152786,0.630103352,-0.011049434,-0.017233699,-0.122574328,-0.207317073,-0.016621971,-0.028661298,-0.057147267,one_slight_minority,balanced,high_two,3
demographic_parity,micro,0,0,0.871,0.855664472,-0.017606806,-0.020214473,0.851469626,0.799267664,-0.052201962,-0.061308073,-0.263708514,-0.26984127,-0.06357494,-0.107879446,-0.248548892,one_slight_minority,one_rare,low_one,3
demographic_parity,micro,0,0,0.858,0.846026198,-0.01395548,-0.016265128,0.826296227,0.760035624,-0.066260603,-0.08018989,-0.325757574,-0.333333332,-0.077901543,-0.120451387,-0.307030983,one_slight_minority,one_rare,medium_one,3
demographic_parity,micro,0,0,0.821,0.81541186,-0.006806504,-0.008290504,0.762227139,0.70826361,-0.05396353,-0.070797177,-0.325757575,-0.333333333,-0.063426576,-0.120451388,-0.307030984,one_slight_minority,one_rare,high_one,3
demographic_parity,micro,0,0,0.83,0.816209777,-0.016614727,-0.020017743,0.820752501,0.751545985,-0.069206516,-0.08432081,-0.419318185,-0.450000003,-0.082097036,-0.143344985,-0.370020433,one_slight_minority,one_rare,low_two,3
demographic_parity,micro,0,0,0.772,0.771391763,-0.000787872,-0.001020559,0.762311409,0.697430967,-0.064880442,-0.085110154,-0.512067579,-0.592920355,-0.077134792,-0.153086064,-0.387154583,one_slight_minority,one_rare,medium_two,3
demographic_parity,micro,0,0,0.659,0.680067346,0.031968659,0.048510863,0.636483487,0.485123712,-0.151359776,-0.237806288,-0.806451569,-0.999999945,-0.178619382,-0.289084256,-0.749541003,one_slight_minority,one_rare,high_two,3
demographic_parity,micro,0,0,0.863,0.856438959,-0.007602597,-0.008809498,0.829497923,0.77287629,-0.056621633,-0.068260126,-0.247916674,-0.265625008,-0.07702913,-0.135473293,-0.231455409,one_slight_minority,two_rare,low_one,3
demographic_parity,micro,0,0,0.852,0.849779079,-0.002606715,-0.003059525,0.81177792,0.748242623,-0.063535297,-0.078266846,-0.264957265,-0.397435898,-0.089208439,-0.172011308,-0.231455399,one_slight_minority,two_rare,medium_one,3
demographic_parity,micro,0,0,0.815,0.836910199,0.02688368,0.03298611,0.752821627,0.664871309,-0.087950318,-0.116827565,-0.305454545,-0.572727273,-0.140904759,-0.149736197,-0.28313124,one_slight_minority,two_rare,high_one,3
demographic_parity,micro,0,0,0.83,0.825010526,-0.006011414,-0.007242668,0.796746286,0.696581385,-0.1001649,-0.125717436,-0.418123486,-0.448717888,-0.160039282,-0.200729903,-0.371487078,one_slight_minority,two_rare,low_two,3
demographic_parity,micro,0,0,0.772,0.810999994,0.050518126,0.065437987,0.747734954,0.333333367,-0.414401587,-0.554209195,-0.933333182,-0.999999838,-0.634714853,-0.817377251,-0.871361364,one_slight_minority,two_rare,medium_two,3
demographic_parity,micro,0,0,0.66,0.811,0.228787878,0.346648301,0.61927971,0.333333334,-0.285946377,-0.461740263,-0.933333332,-0.999999998,-0.43799201,-0.817377346,-0.871361501,one_slight_minority,two_rare,high_two,3
demographic_parity,micro,0,0,0.884,0.871583609,-0.014045692,-0.015888791,0.860690756,0.848624124,-0.012066632,-0.014019707,-0.041725539,-0.046979866,-0.01806808,-0.035707114,-0.039518431,one_strong_minority,balanced,low_one,3
demographic_parity,micro,0,0,0.876,0.86338055,-0.014405765,-0.016444937,0.832666672,0.819925499,-0.012741173,-0.015301649,-0.049049139,-0.063063179,-0.0193296,-0.035707095,-0.040180909,one_strong_minority,balanced,medium_one,3
demographic_parity,micro,0,0,0.857,0.844160229,-0.014982229,-0.017482181,0.770035158,0.757507578,-0.01252758,-0.016268841,-0.086284087,-0.150997153,-0.018913553,-0.021373972,-0.042146458,one_strong_minority,balanced,high_one,3
demographic_parity,micro,0,0,0.835,0.817178906,-0.021342627,-0.025560033,0.824023657,0.808179377,-0.01584428,-0.019227943,-0.081279143,-0.101265817,-0.023724474,-0.052676244,-0.069045691,one_strong_minority,balanced,low_two,3
demographic_parity,micro,0,0,0.783,0.766095102,-0.021589908,-0.027573318,0.763293521,0.747955749,-0.015337772,-0.020094199,-0.112407928,-0.150837989,-0.023287807,-0.047581841,-0.080489992,one_strong_minority,balanced,medium_two,3
demographic_parity,micro,0,0,0.675,0.665440598,-0.014162077,-0.020980855,0.634407195,0.623704513,-0.010702682,-0.016870367,-0.109076109,-0.190883191,-0.016229962,-0.026839229,-0.053279485,one_strong_minority,balanced,high_two,3
demographic_parity,micro,0,0,0.883,0.863631389,-0.021935006,-0.024841457,0.85847851,0.78010047,-0.07837804,-0.091298779,-0.363848162,-0.371428332,-0.094496253,-0.134370536,-0.343470548,one_strong_minority,one_rare,low_one,3
demographic_parity,micro,0,0,0.879,0.860200894,-0.021386923,-0.024330971,0.84921925,0.757451039,-0.091768212,-0.10806186,-0.383333385,-0.51111118,-0.111113686,-0.153343077,-0.343470728,one_strong_minority,one_rare,medium_one,3
demographic_parity,micro,0,0,0.862,0.847097191,-0.017288641,-0.020056428,0.784404436,0.714468747,-0.069935688,-0.089157691,-0.363848382,-0.371428557,-0.08139666,-0.13437058,-0.343470756,one_strong_minority,one_rare,high_one,3
demographic_parity,micro,0,0,0.837,0.822926439,-0.01681429,-0.020088758,0.827021142,0.765201535,-0.061819607,-0.07474973,-0.396567682,-0.431818143,-0.075213391,-0.135250551,-0.350263008,one_strong_minority,one_rare,low_two,3
demographic_parity,micro,0,0,0.785,0.781083645,-0.004988987,-0.006355397,0.786734603,0.710356746,-0.076377857,-0.097082112,-0.494773546,-0.577235803,-0.09417796,-0.149990561,-0.378174794,one_strong_minority,one_rare,medium_two,3
demographic_parity,micro,0,0,0.682,0.695860122,0.020322759,0.029798767,0.661029826,0.614750803,-0.046279023,-0.070010491,-0.459882583,-0.643835617,-0.054586652,-0.111129145,-0.281663747,one_strong_minority,one_rare,high_two,3
demographic_parity,micro,0,0,0.877,0.868991348,-0.009131872,-0.010412625,0.834669574,0.787138075,-0.047531499,-0.056946485,-0.151960784,-0.202614379,-0.068685484,-0.115544105,-0.135785142,one_strong_minority,two_rare,low_one,3
demographic_parity,micro,0,0,0.871,0.865959263,-0.005787299,-0.006644431,0.826733066,0.763646009,-0.063087057,-0.076308859,-0.287878789,-0.383838386,-0.094893861,-0.194169236,-0.235980841,one_strong_minority,two_rare,medium_one,3
demographic_parity,micro,0,0,0.854,0.858896305,0.005733379,0.006713558,0.766547881,0.714319457,-0.052228424,-0.068134588,-0.239316701,-0.478633403,-0.077088441,-0.140752564,-0.170583974,one_strong_minority,two_rare,high_one,3
demographic_parity,micro,0,0,0.84,0.833558141,-0.00766888,-0.009129619,0.798655788,0.737590785,-0.061065003,-0.076459726,-0.358387073,-0.390243702,-0.093824221,-0.159441704,-0.322379563,one_strong_minority,two_rare,low_two,3
demographic_parity,micro,0,0,0.783,0.808999977,0.03320559,0.042408161,0.762052474,0.333333773,-0.428718701,-0.562584226,-0.938774247,-0.999998655,-0.658828584,-0.826706385,-0.876430199,one_strong_minority,two_rare,medium_two,3
demographic_parity,micro,0,0,0.68,0.809,0.189705882,0.278979238,0.635847628,0.333333334,-0.302514294,-0.475765389,-0.938775507,-0.999999997,-0.461818804,-0.826707491,-0.876431368,one_strong_minority,two_rare,high_two,3
demographic_parity,micro,0,0,0.882,0.867392646,-0.016561625,-0.018777353,0.878937552,0.856586469,-0.022351083,-0.02542966,-0.134108964,-0.146118721,-0.034030006,-0.063540632,-0.127205717,two_slight_minorities,balanced,low_one,3
demographic_parity,micro,0,0,0.863,0.847473584,-0.017991213,-0.020847292,0.846292451,0.822541212,-0.023751239,-0.028065049,-0.134108964,-0.146118721,-0.036128414,-0.063540632,-0.127205717,two_slight_minorities,balanced,medium_one,3
demographic_parity,micro,0,0,0.822,0.808535636,-0.016380005,-0.019927013,0.77762735,0.757630324,-0.019997026,-0.025715436,-0.134108964,-0.146118721,-0.030504551,-0.063540632,-0.127205717,two_slight_minorities,balanced,high_one,3
demographic_parity,micro,0,0,0.862,0.84483494,-0.019913062,-0.023101,0.844856189,0.81849957,-0.026356619,-0.031196575,-0.141126333,-0.16888889,-0.039837144,-0.080962011,-0.122508671,two_slight_minorities,balanced,low_two,3
demographic_parity,micro,0,0,0.82,0.802175483,-0.021737216,-0.0265088,0.774138922,0.746381657,-0.027757265,-0.035855663,-0.136950905,-0.170542636,-0.04158599,-0.079913359,-0.094951599,two_slight_minorities,balanced,medium_two,3
demographic_parity,micro,0,0,0.737,0.726389517,-0.014396856,-0.019534404,0.635003795,0.619510991,-0.015492804,-0.024397971,-0.149758454,-0.224637681,-0.023156525,-0.041496553,-0.069291225,two_slight_minorities,balanced,high_two,3
demographic_parity,micro,0,0,0.869,0.857749125,-0.012946922,-0.014898644,0.860881971,0.815883073,-0.044998898,-0.052270694,-0.225490197,-0.225490197,-0.05797242,-0.096943017,-0.213893558,two_slight_minorities,one_rare,low_one,3
demographic_parity,micro,0,0,0.856,0.84783492,-0.009538645,-0.011143277,0.835708572,0.78953722,-0.046171353,-0.05524815,-0.225490205,-0.225490205,-0.058053685,-0.09694302,-0.213893567,two_slight_minorities,one_rare,medium_one,3
demographic_parity,micro,0,0,0.819,0.818243296,-0.000923936,-0.001128127,0.771639485,0.735508988,-0.036130497,-0.046823028,-0.225490203,-0.225490203,-0.044513683,-0.096943018,-0.213893564,two_slight_minorities,one_rare,high_one,3
demographic_parity,micro,0,0,0.847,0.833963799,-0.015391028,-0.018171226,0.824772793,0.767116811,-0.057655982,-0.069905291,-0.369393941,-0.401515154,-0.073669856,-0.144035323,-0.321212123,two_slight_minorities,one_rare,low_two,3
demographic_parity,micro,0,0,0.807,0.804878931,-0.002628338,-0.003256924,0.759595231,0.700394589,-0.059200642,-0.077937091,-0.494375004,-0.588541671,-0.072995781,-0.141769314,-0.349761908,two_slight_minorities,one_rare,medium_two,3
demographic_parity,micro,0,0,0.727,0.741629915,0.020123679,0.027680439,0.630561972,0.593606236,-0.036955736,-0.058607619,-0.48878049,-0.678861792,-0.044798146,-0.09779641,-0.240511036,two_slight_minorities,one_rare,high_two,3
demographic_parity,micro,0,0,0.86,0.855419048,-0.005326689,-0.006193824,0.843031905,0.790150214,-0.052881691,-0.062727983,-0.276190476,-0.276190476,-0.073442431,-0.116310085,-0.260408163,two_slight_minorities,two_rare,low_one,3
demographic_parity,micro,0,0,0.849,0.849273624,0.00032229,0.000379611,0.825311902,0.766533365,-0.058778537,-0.071219786,-0.276190478,-0.276190478,-0.083471789,-0.146398143,-0.260408167,two_slight_minorities,two_rare,medium_one,3
demographic_parity,micro,0,0,0.812,0.83437423,0.02755447,0.033934076,0.766355609,0.71360891,-0.052746699,-0.068827967,-0.276190477,-0.276190477,-0.073846446,-0.117522129,-0.260408164,two_slight_minorities,two_rare,high_one,3
demographic_parity,micro,0,0,0.841,0.838332004,-0.003172409,-0.003772186,0.804689885,0.743962055,-0.060727829,-0.07546737,-0.377984496,-0.410852713,-0.091387661,-0.157852897,-0.3310299,two_slight_minorities,two_rare,low_two,3
demographic_parity,micro,0,0,0.808,0.81968939,0.014467067,0.017904786,0.758183582,0.688967812,-0.06921577,-0.091291571,-0.473103448,-0.563218391,-0.110229188,-0.184289434,-0.354022989,two_slight_minorities,two_rare,medium_two,3
demographic_parity,micro,0,0,0.731,0.801,0.095759233,0.130997583,0.624877989,0.333333337,-0.291544652,-0.466562525,-0.897058809,-0.999999984,-0.444648649,-0.824777771,-0.829389637,two_slight_minorities,two_rare,high_two,3
demographic_parity,micro,0,0,0.878,0.866188099,-0.01345319,-0.01532254,0.866237214,0.832111164,-0.03412605,-0.039395733,-0.183814103,-0.198717949,-0.051690462,-0.132940434,-0.177190171,two_strong_minorities,balanced,low_one,3
